Var1,Var2
"yu,bu,ke,ji","愚不可及"
"yu,cai","育才"
"yu,ce","预测"
"yu,ceng,yun","雨层云"
"yu,cha","鱼叉,渔叉"
"yu,chan,qi","预产期"
"yu,chang","渔场,浴场,逾常"
"yu,cheng","玉成"
"yu,chi","浴池,鱼翅,鱼池,尉迟"
"yu,chong","鱼虫"
"yu,chu","育雏"
"yu,chu,li","预处理"
"yu,chuan","渔船"
"yu,chun","愚蠢,鱼唇"
"yu,ci","遇刺,语词,鱼刺,御赐"
"yu,ci,tong,shi","与此同时"
"yu,cun","渔村,余存"
"yu,dai","玉带"
"yu,dang","余党"
"yu,dao","遇到"
"yu,di","余地,雨滴,御敌"
"yu,dian","雨点"
"yu,dian,xiao","雨点小"
"yu,dian,zi","雨点子"
"yu,diao","语调,玉雕"
"yu,ding","预定,预订"
"yu,du","鱼肚,余毒"
"yu,du,bai","鱼肚白"
"yu,duan","预断"
"yu,dun","愚钝"
"yu,duo","窳惰"
"yu,e","余额"
"yu,er","育儿,鱼饵"
"yu,fa","语法,愈发"
"yu,fa,xue","语法学"
"yu,fang","预防"
"yu,fang,wei,zhu","预防为主"
"yu,fang,zhu,she","预防注射"
"yu,fei","育肥"
"yu,fen","鱼粉,预分,郁愤,逾分"
"yu,fo","玉佛"
"yu,fo,si","玉佛寺"
"yu,fou","与否"
"yu,fu","预付,渔夫,迂腐,渔父,渔妇"
"yu,fu,kuan","预付款"
"yu,fu,zi","迂夫子"
"yu,gai,mi,zhang","欲盖弥彰"
"yu,gan","预感,语感,鱼干,鱼竿"
"yu,gan,you","鱼肝油"
"yu,gang","浴缸,渔港,鱼缸"
"yu,gao","预告"
"yu,ge","渔歌"
"yu,gong","与共,渔工"
"yu,gong,jing,shen","愚公精神"
"yu,gong,yi,shan","愚公移山"
"yu,gou","预购,鱼钩"
"yu,gu","预估"
"yu,gu,zu","裕固族"
"yu,gua,qi","雨刮器"
"yu,guan","鱼贯,羽冠"
"yu,guan,er,ru","鱼贯而入"
"yu,guo,di,pi,shi","雨过地皮湿"
"yu,guo,tian,qing","雨过天晴"
"yu,hai","遇害"
"yu,han","御寒"
"yu,han,shu","余函数"
"yu,hang","宇航"
"yu,hang,fu","宇航服"
"yu,hang,qi","宇航器"
"yu,hang,yuan","宇航员"
"yu,he","愈合"
"yu,he,nan,tian","欲壑难填"
"yu,hou","预后"
"yu,hou,chun,sun","雨后春笋"
"yu,hou,song,san","雨后送伞"
"yu,hu","渔户"
"yu,hu,mou,pi","与虎谋皮"
"yu,hua","羽化"
"yu,hua,shi","雨花石"
"yu,hua,tai","雨花台"
"yu,hua,yuan","御花园"
"yu,huan","玉环,迂缓"
"yu,huang,da,di","玉皇大帝"
"yu,hui","与会,迂回,语汇,余晖"
"yu,hui,qu,zhe","迂回曲折"
"yu,hui,zhe","与会者"
"yu,huo","欲火,渔火,鱼货"
"yu,huo,liang","渔获量"
"yu,ji","预计,雨季,淤积,郁积,余悸"
"yu,jia","愈加,瑜伽,渔家,御驾,榆荚"
"yu,jia,zhi,zui","欲加之罪"
"yu,jian","预见,遇见,愚见"
"yu,jian,xing","预见性"
"yu,jiao","雨脚,鱼胶,余角"
"yu,jiao,yu,le","寓教于乐"
"yu,jie","玉洁,郁结"
"yu,jie,bing,qing","玉洁冰清"
"yu,jin","于今,浴巾,余烬"
"yu,jin,xiang","郁金香"
"yu,jing","预警,语境,狱警,雨景"
"yu,jing,si,zuo","语惊四座"
"yu,jiu","遇救"
"yu,ju","语句,渔具,雨具,豫剧,寓居,浴具"
"yu,kao","预考"
"yu,ke","预科"
"yu,kou","鱼口"
"yu,kuai","愉快"
"yu,kuai,de","愉快地"
"yu,kuan","余款"
"yu,kuo","迂阔"
"yu,la","遇剌"
"yu,lai,yu","愈来愈"
"yu,lai,yu,duo","愈来愈多"
"yu,lan","预览,玉兰,御览"
"yu,lan,pian","玉兰片"
"yu,lao","雨涝"
"yu,le","娱乐"
"yu,le,chang,suo","娱乐场所"
"yu,le,xing","娱乐性"
"yu,lei","鱼类,鱼雷"
"yu,lei,ting","鱼雷艇"
"yu,lei,xue","鱼类学"
"yu,li","余力,玉立,渔利,狱吏"
"yu,li,qu","雨里去"
"yu,lian","雨帘"
"yu,liang","雨量,余粮,余量"
"yu,liang,qi","雨量器"
"yu,liao","预料,语料"
"yu,liao,ku","语料库"
"yu,liao,zhi,zhong","预料之中"
"yu,lie","渔猎,窳劣"
"yu,lin","雨林,鱼鳞,育林"
"yu,lin,jun","御林军"
"yu,lin,keng","鱼鳞坑"
"yu,lin,song","鱼鳞松"
"yu,ling","育龄"
"yu,ling,fu,nv","育龄妇女"
"yu,liu","预留,余留"
"yu,long","玉龙"
"yu,long,hun,za","鱼龙混杂"
"yu,lou","愚陋"
"yu,lu","语录,雨露,愚鲁"
"yu,lu,ben","语录本"
"yu,luan","鱼卵"
"yu,lun","舆论,渔轮"
"yu,lun,jie","舆论界"
"yu,lv,bing","伛偻病"
"yu,man,quan,qiu","誉满全球"
"yu,mao","羽毛,雨帽"
"yu,mao,feng,man","羽毛丰满"
"yu,mao,qiu","羽毛球"
"yu,mao,wei,feng","羽毛未丰"
"yu,mao,ye","羽毛也"
"yu,mei","愚昧"
"yu,mei,gui","于玫瑰"
"yu,mei,ren","虞美人"
"yu,mei,wu,zhi","愚昧无知"
"yu,men","郁闷"
"yu,men,guan","玉门关"
"yu,meng","愚蒙"
"yu,mi","玉米"
"yu,mi,hua","玉米花"
"yu,mi,hua,er","玉米花儿"
"yu,mi,mian","玉米面"
"yu,mi,ming","玉米螟"
"yu,mi,you","玉米油"
"yu,mi,zhi,xiang","鱼米之乡"
"yu,miao","育苗,鱼苗"
"yu,min","渔民,愚民"
"yu,min,zheng,ce","愚民政策"
"yu,ming","域名"
"yu,mou","预谋"
"yu,mu","榆木,雨幕,寓目"
"yu,mu,hun,zhu","鱼目混珠"
"yu,nai","芋艿"
"yu,nan","遇难"
"yu,nan,zhe","遇难者"
"yu,nei","宇内"
"yu,ni","淤泥"
"yu,nian","余年,欲念"
"yu,nie","余孽"
"yu,nong","愚弄,渔农"
"yu,nu","郁怒"
"yu,nv","玉女"
"yu,pan","玉盘"
"yu,pei","玉佩"
"yu,pen","浴盆"
"yu,pi","鱼皮,雨披,御批"
"yu,pian","鱼片"
"yu,piao","鱼漂"
"yu,qi","与其,预期,逾期,语气,玉器,郁气"
"yu,qi,ci","语气词"
"yu,qian","御前,余钱,雨前,榆钱"
"yu,qie","余切"
"yu,qin,gu,zong","欲擒故纵"
"yu,qing","雨情,吁请,舆情,鱼情"
"yu,qiu","欲求,吁求"
"yu,qu","渔区,雨区,迂曲"
"yu,qu,yu,qiu","予取予求"
"yu,quan,shan","玉泉山"
"yu,que","余缺"
"yu,qun","鱼群"
"yu,re","预热,余热"
"yu,ren","育人,愚人,渔人"
"yu,ren,de,li","渔人得利"
"yu,ren,jie","愚人节"
"yu,ren,kou,shi","予人口实"
"yu,ren,wei,shan","与人为善"
"yu,ren,wu,zheng","与人无争"
"yu,ren,zhi,li","渔人之利"
"yu,ri,ju,zeng","与日俱增"
"yu,rong","羽绒,玉容"
"yu,rong,fu","羽绒服"
"yu,rong,yi","羽绒衣"
"yu,rou","鱼肉"
"yu,ru","裕如"
"yu,sai","预赛"
"yu,san","雨伞"
"yu,se","语塞,淤塞,玉色"
"yu,sha","淤沙,羽纱"
"yu,shan","玉山,羽扇"
"yu,shen","预审"
"yu,sheng","雨声,余生,语声"
"yu,shi","于是,预示,浴室,玉石,遇事,雨势,谕示"
"yu,shi,chang,ci","与世长辞"
"yu,shi,da,fu","御史大夫"
"yu,shi,ge,jue","与世隔绝"
"yu,shi,hu","于是乎"
"yu,shi,ju,fen","玉石俱焚"
"yu,shi,sheng,feng","遇事生风"
"yu,shi,wu,bu","于事无补"
"yu,shi,wu,zheng","与世无争"
"yu,shi,yi,ge","于是一个"
"yu,shi,zhi","鱼石脂"
"yu,shou","预售,预收,驭手"
"yu,shu","榆树,余数"
"yu,shu,feng,zhou","雨疏风骤"
"yu,shu,shu","玉蜀黍"
"yu,shua","雨刷"
"yu,shui","雨水,鱼水"
"yu,shui,guan","雨水管"
"yu,shui,kou","雨水口"
"yu,shui,qing","鱼水情"
"yu,si","雨丝,语丝"
"yu,si,wang,po","鱼死网破"
"yu,song","鱼松,雨凇"
"yu,su","语速,语素"
"yu,su,bu,da","欲速不达"
"yu,su,ze,bu,da","欲速则不达"
"yu,suan","预算"
"yu,suan,nei","预算内"
"yu,sui","玉碎"
"yu,suo","寓所"
"yu,tai","语态"
"yu,tan","羽坛"
"yu,tang","鱼塘"
"yu,ti","玉体,语体"
"yu,ti,wen","语体文"
"yu,tian","雨天"
"yu,tou","芋头,余头"
"yu,tu","玉兔,舆图"
"yu,wa","雨蛙"
"yu,wai","域外"
"yu,wan","愚顽"
"yu,wang","欲望,渔网,愚妄"
"yu,wei","誉为,语委,鱼尾,余味,余威"
"yu,wei,wen","鱼尾纹"
"yu,wen","语文,宇文,与闻"
"yu,wen,xue","语文学"
"yu,weng","渔翁"
"yu,weng,de,li","渔翁得利"
"yu,wu","雨雾,御侮"
"yu,wu,lun,ci","语无伦次"
"yu,xi","玉溪,预习,语系,玉玺"
"yu,xia","余下,鱼虾,余暇"
"yu,xian","预先,遇险,余弦,余闲"
"yu,xiang","预想,渔乡"
"yu,xie","雨鞋"
"yu,xin,bu,ren","于心不忍"
"yu,xing","余兴,预行"
"yu,xing,cao","鱼腥草"
"yu,xiong","愚兄"
"yu,xu","语序"
"yu,xuan","预选"
"yu,xuan,sai","预选赛"
"yu,xue","雨雪,浴血,瘀血,淤血,雨靴"
"yu,xue,fei,fei","雨雪霏霏"
"yu,xue,fen,zhan","浴血奋战"
"yu,xun","渔汛,鱼汛"
"yu,ya,ji","预压机"
"yu,yan","语言,预言,寓言,预演,雨燕,玉颜"
"yu,yan,bu,xiang","语焉不详"
"yu,yan,jia","预言家"
"yu,yan,qi,guan","语言器官"
"yu,yan,xue","语言学"
"yu,yan,xun,lian","语言训练"
"yu,yan,you,zhi","欲言又止"
"yu,yan,yu,lie","愈演愈烈"
"yu,yang","育秧,揄扬,鱼秧"
"yu,yang,zi","鱼秧子"
"yu,ye","渔业,雨夜,浴液,玉液"
"yu,ye,jin,zhi","玉叶金枝"
"yu,ye,mei","榆叶梅"
"yu,ye,qiong,jiang","玉液琼浆"
"yu,ye,she","渔业社"
"yu,yi","予以,寓意,语义,羽翼,雨衣,语意,愈益,浴衣,御医,郁悒,狱医"
"yu,yi,wei,feng","羽翼未丰"
"yu,yi,xue","语义学"
"yu,yin","语音,余音,玉音"
"yu,yin,rao,liang","余音绕梁"
"yu,yin,xue","语音学"
"yu,ying","育婴,鱼鹰"
"yu,ying,li","预应力"
"yu,ying,tang","育婴堂"
"yu,yong","御用,语用"
"yu,yong,ke,gu","余勇可贾"
"yu,yong,wen,ren","御用文人"
"yu,you","鱼油"
"yu,you,fu,zhong","鱼游釜中"
"yu,yu","郁郁,寓于,玉宇,余裕"
"yu,yu,bu,le","郁郁不乐"
"yu,yu,cang,cang","郁郁苍苍"
"yu,yu,cong,cong","郁郁葱葱"
"yu,yu,gua,huan","郁郁寡欢"
"yu,yuan","御苑"
"yu,yuan,xue","语源学"
"yu,yue","预约,愉悦,逾越,鱼跃,娱悦"
"yu,yun","余韵,雨云"
"yu,zan","玉簪"
"yu,zhan","预展"
"yu,zhao","预兆,玉照"
"yu,zhe","御者"
"yu,zhen","余震"
"yu,zheng","预征"
"yu,zhi","预知,预制,预支,谕旨,淤滞,迂执"
"yu,zhi,ban","预制板"
"yu,zhi,gou,jian","预制构件"
"yu,zhong","语种,育种,鱼种,愚忠"
"yu,zhong,bu,tong","与众不同"
"yu,zhong,xin,chang","语重心长"
"yu,zhou","宇宙,渔舟"
"yu,zhou,chen","宇宙尘"
"yu,zhou,chuan","宇宙船"
"yu,zhou,fei,chuan","宇宙飞船"
"yu,zhou,fei,xing","宇宙飞行"
"yu,zhou,fu","宇宙服"
"yu,zhou,guan","宇宙观"
"yu,zhou,hang,xing,yuan","宇宙航行员"
"yu,zhou,huo,jian","宇宙火箭"
"yu,zhou,kong,jian","宇宙空间"
"yu,zhou,she,xian","宇宙射线"
"yu,zhou,su,du","宇宙速度"
"yu,zhou,xian","宇宙线"
"yu,zhu","预祝,雨珠,育珠"
"yu,zhu,ci","语助词"
"yu,zhuang","预装"
"yu,zhuang,fu,ye","羽状复叶"
"yu,zhuo","玉镯,愚拙,迂拙"
"yu,zi","鱼子"
"yu,zu","狱卒,语族"
"yuan","原,员,元,院,远,愿,源,园,缘,圆,援,怨,袁,冤,渊,苑,猿,垣,鸳,辕"
"yuan,an","冤案,原案"
"yuan,ba","院坝"
"yuan,bai,cai","圆白菜"
"yuan,ban","原版"
"yuan,bao","元宝"
"yuan,bao,feng","元宝枫"
"yuan,ben","原本"
"yuan,bi","援笔"
"yuan,bing","援兵"
"yuan,bo","渊博"
"yuan,bu","院部"
"yuan,bu,de","怨不得"
"yuan,cai,liao","原材料"
"yuan,chan,di","原产地"
"yuan,chang","圆场"
"yuan,chao","元朝"
"yuan,chen,hai,di","冤沉海底"
"yuan,cheng","远程,圆成"
"yuan,cheng,dao,dan","远程导弹"
"yuan,cheng,deng,lu","远程登录"
"yuan,cheng,xu","源程序"
"yuan,chou","冤仇,怨仇"
"yuan,chu","远处,原处,原初"
"yuan,chuang","原创"
"yuan,da","远大"
"yuan,da,tou","冤大头"
"yuan,dai,ma","源代码"
"yuan,dan","元旦"
"yuan,dao","远道"
"yuan,di","园地,原地,垸堤"
"yuan,di,dian","远地点"
"yuan,diao","圆雕"
"yuan,ding","原定,园丁,圆顶"
"yuan,dong","远东"
"yuan,dong,ji","原动机"
"yuan,dong,li","原动力"
"yuan,du","怨毒,远渡"
"yuan,du,chong,yang","远渡重洋"
"yuan,dui","怨怼"
"yuan,e","员额"
"yuan,fa,xing","原发性"
"yuan,fang","远方,远房,圆房"
"yuan,fang,hu,han","远方呼喊"
"yuan,fei","远非"
"yuan,fen","缘分,怨愤"
"yuan,feng","原封"
"yuan,feng,bu,dong","原封不动"
"yuan,fu,liao","原辅料"
"yuan,gang","圆钢"
"yuan,gao","原告,原稿"
"yuan,gao,zhi","原稿纸"
"yuan,ge","远隔"
"yuan,gong","员工"
"yuan,gu","缘故,远古"
"yuan,gu,dai","元古代"
"yuan,gu,gu","圆鼓鼓"
"yuan,gu,jie","元古界"
"yuan,gui","圆规"
"yuan,gun,gun","圆滚滚"
"yuan,hai","远海,渊海"
"yuan,han,shu","原函数"
"yuan,hang","远航"
"yuan,hao","圆号"
"yuan,he","缘何"
"yuan,he,xi,bao","原核细胞"
"yuan,hen","怨恨"
"yuan,hong,xi,bao","原红细胞"
"yuan,hou","猿猴"
"yuan,hu","圆弧"
"yuan,hu,hu","圆乎乎"
"yuan,hua","圆滑,原话,芫花"
"yuan,huan","圆环"
"yuan,huang","圆谎"
"yuan,hun","冤魂,圆浑"
"yuan,ji","原籍,圆寂"
"yuan,ji,hua","原计划"
"yuan,jia","原价,冤家"
"yuan,jia,cuo,an","冤假错案"
"yuan,jia,dui,tou","冤家对头"
"yuan,jia,lu,zhai","冤家路窄"
"yuan,jian","元件,原件,远见,援建"
"yuan,jian,zhuo,shi","远见卓识"
"yuan,jiang","沅江"
"yuan,jiao","远郊"
"yuan,jiao,jin,gong","远交近攻"
"yuan,jin","远近"
"yuan,jin,wen,ming","远近闻名"
"yuan,jing","远景"
"yuan,jing,bu,jie,jin,ke","远井不解近渴"
"yuan,jiu","援救"
"yuan,jun","援军"
"yuan,ke","远客"
"yuan,ku","冤苦"
"yuan,kuan","援款"
"yuan,kuang","原矿"
"yuan,kuo,hao","圆括号"
"yuan,lai","原来"
"yuan,lao","元老"
"yuan,lao,yuan","元老院"
"yuan,li","原理,远离,援例"
"yuan,liang","原谅,原粮"
"yuan,liao","原料"
"yuan,lin","园林"
"yuan,lin,hua","园林化"
"yuan,ling","圆领,园陵"
"yuan,ling,er","圆领儿"
"yuan,ling,shan","圆领衫"
"yuan,liu","源流"
"yuan,liu,liu","圆溜溜"
"yuan,lu","远路"
"yuan,lu,fang,zhi","圆颅方趾"
"yuan,luo","院落"
"yuan,lv","远虑"
"yuan,ma","原麻,辕马"
"yuan,mai","元麦"
"yuan,man","圆满"
"yuan,mao","原貌,原毛"
"yuan,mei","原煤"
"yuan,men","远门,辕门"
"yuan,meng","圆梦"
"yuan,mian","原棉"
"yuan,mian,ji","圆面积"
"yuan,ming","原名"
"yuan,ming,yuan","圆明园"
"yuan,mo","渊默"
"yuan,mou","远谋"
"yuan,mou,yuan,ren","元谋猿人"
"yuan,mu","原木"
"yuan,mu,lu","源目录"
"yuan,mu,qiu,yu","缘木求鱼"
"yuan,ni","愿你"
"yuan,ni,zai","愿你在"
"yuan,nian","元年"
"yuan,nie","冤孽"
"yuan,nv","怨女"
"yuan,ou","怨偶"
"yuan,pan","原判,圆盘"
"yuan,pan,ba","圆盘耙"
"yuan,pei","原配,元配"
"yuan,pu","园圃"
"yuan,qi","远期,元气,缘起,怨气,冤气"
"yuan,qi,jian","元器件"
"yuan,qian","冤钱"
"yuan,qian,yi,mian","缘悭一面"
"yuan,qiang","院墙"
"yuan,qin","远亲"
"yuan,qing","冤情"
"yuan,qiu","圆球"
"yuan,qu","园区,冤屈,元曲"
"yuan,quan","源泉,圆圈"
"yuan,ren","猿人"
"yuan,ri","元日"
"yuan,rong","元戎,园容"
"yuan,run","圆润"
"yuan,se","原色"
"yuan,she","远涉"
"yuan,she,chong,yang","远涉重洋"
"yuan,shen","原审,渊深"
"yuan,sheng,dai","原声带"
"yuan,sheng,dong,wu","原生动物"
"yuan,sheng,kuang,wu","原生矿物"
"yuan,sheng,lin","原生林"
"yuan,sheng,yun","原生晕"
"yuan,sheng,zai,dao","怨声载道"
"yuan,sheng,zhi","原生质"
"yuan,sheng,zhi,ti","原生质体"
"yuan,shi","院士,原始,远视,圆实"
"yuan,shi,gong,she","原始公社"
"yuan,shi,ji,lei","原始积累"
"yuan,shi,ji,lu","原始记录"
"yuan,shi,lin","原始林"
"yuan,shi,qun","原始群"
"yuan,shi,she,hui","原始社会"
"yuan,shi,xi,bao","原始细胞"
"yuan,shou","元首"
"yuan,shu","圆熟"
"yuan,shu,zhi","元书纸"
"yuan,shuai","元帅"
"yuan,shui,jie,bu,liao,jin,ke","远水解不了近渴"
"yuan,shui,jiu,bu,liao,jin,huo","远水救不了近火"
"yuan,si","冤死"
"yuan,sou","渊薮"
"yuan,su","元素,原诉"
"yuan,su,fu,hao","元素符号"
"yuan,su,zhou,qi,lv","元素周期律"
"yuan,suo,dong,wu","原索动物"
"yuan,tian","园田,原田"
"yuan,tian,hua","园田化"
"yuan,tian,you,ren","怨天尤人"
"yuan,tiao","远眺"
"yuan,tie","圆铁"
"yuan,tong","圆筒,圆通"
"yuan,tou","源头"
"yuan,tou,huo,shui","源头活水"
"yuan,tu","原图"
"yuan,wai","员外,援外"
"yuan,wai,lang","员外郎"
"yuan,wang","愿望,冤枉,远望,怨望"
"yuan,wang,lu","冤枉路"
"yuan,wei","原位,原委"
"yuan,wei,you","原尾蚴"
"yuan,wen","原文"
"yuan,wen,jian","源文件"
"yuan,wu","原物"
"yuan,wu,qu","圆舞曲"
"yuan,xian","原先"
"yuan,xian,quan","原线圈"
"yuan,xiao","院校,远销,元宵"
"yuan,xiao,jie","元宵节"
"yuan,xin","圆心"
"yuan,xin,jiao","圆心角"
"yuan,xing","圆形,原型,远行,原形,圆型"
"yuan,xing,bi,lu","原形毕露"
"yuan,xing,ji","原型机"
"yuan,xing,sheng,zhi","原性生殖"
"yuan,xiong","元凶"
"yuan,xun","元勋"
"yuan,yan","怨言,原盐"
"yuan,yang","远洋,鸳鸯,原样,远扬"
"yuan,yang,huo,lun","远洋货轮"
"yuan,yang,pian,zhou","远洋扁舟"
"yuan,yang,xi,shui","鸳鸯戏水"
"yuan,ye","原野,原液,元夜"
"yuan,ye,chong","猿叶虫"
"yuan,ye,ti","原叶体"
"yuan,yi","愿意,园艺,原意"
"yuan,yi,shi","园艺师,愿意是"
"yuan,yin","原因,援引,元音,远因"
"yuan,yin,yuan,yi","原因愿意"
"yuan,yong","援用"
"yuan,you","原有,原油,缘由,远游,园囿,苑囿"
"yuan,yu","冤狱,元鱼,鼋鱼"
"yuan,yuan","远远,渊源,源源,远缘"
"yuan,yuan,ben,ben","原原本本"
"yuan,yuan,bu,duan","源源不断"
"yuan,yuan,bu,jue","源源不绝"
"yuan,yuan,er,lai","源源而来"
"yuan,yuan,liu,chang","源远流长"
"yuan,yuan,ni","愿愿你"
"yuan,yuan,za,jiao","远缘杂交"
"yuan,yue","元月,圆月"
"yuan,zai","远在"
"yuan,zai,tian,bian","远在天边"
"yuan,zang","援藏"
"yuan,zao,fang,rui","圆凿方枘"
"yuan,ze","原则"
"yuan,ze,shang","原则上"
"yuan,ze,xing","原则性"
"yuan,zhang","院长,园长"
"yuan,zheng","远征"
"yuan,zheng,jun","远征军"
"yuan,zhi","原址,远志,原职"
"yuan,zhi,yuan,wei","原汁原味"
"yuan,zhou","圆周"
"yuan,zhou,jiao","圆周角"
"yuan,zhou,lv","圆周率"
"yuan,zhou,su,du","圆周速度"
"yuan,zhu","援助,原著,圆柱,原主,原注"
"yuan,zhu,bi","圆珠笔"
"yuan,zhu,mian","圆柱面"
"yuan,zhu,ti","圆柱体"
"yuan,zhuang","原装,原状"
"yuan,zhuang,ji","原装机"
"yuan,zhui","圆锥"
"yuan,zhui,qu,xian","圆锥曲线"
"yuan,zhui,ti","圆锥体"
"yuan,zhuo","圆桌"
"yuan,zhuo,hui,yi","圆桌会议"
"yuan,zhuo,mian","圆桌面"
"yuan,zi","原子,院子,园子,垸子"
"yuan,zi,bi","原子笔"
"yuan,zi,chen","原子尘"
"yuan,zi,dan","原子弹"
"yuan,zi,fan,ying,dui","原子反应堆"
"yuan,zi,guang,pu","原子光谱"
"yuan,zi,he","原子核"
"yuan,zi,jia","原子价"
"yuan,zi,jie,gou","原子结构"
"yuan,zi,liang","原子量"
"yuan,zi,neng","原子能"
"yuan,zi,shi","原子时"
"yuan,zi,shuo","原子说"
"yuan,zi,tuan","原子团"
"yuan,zi,wu,qi","原子武器"
"yuan,zi,xu,shu","原子序数"
"yuan,zi,zha,dan","原子炸弹"
"yuan,zi,zhi,liang,dan,wei","原子质量单位"
"yuan,zi,zhong","原子钟"
"yuan,zou,gao,fei","远走高飞"
"yuan,zu","远足,远祖"
"yuan,zuo","原作"
"yue","月,乐,曰,约,越,岳,阅,悦,跃,粤"
"yue,ban","月半"
"yue,bao","月报"
"yue,bing","月饼,阅兵"
"yue,bing,shi","阅兵式"
"yue,cai","粤菜"
"yue,chan","月产"
"yue,chan,liang","月产量"
"yue,chi","乐池"
"yue,chu","月初"
"yue,dan","约旦"
"yue,dan,he","约旦河"
"yue,di","月底"
"yue,ding","约定"
"yue,ding,su,cheng","约定俗成"
"yue,dong","越冬,跃动"
"yue,dong,men","月洞门"
"yue,dong,zuo,wu","越冬作物"
"yue,du","阅读,月度"
"yue,duan","乐段"
"yue,dui","乐队"
"yue,er","悦耳"
"yue,fa","越发,约法"
"yue,fa,san,zhang","约法三章"
"yue,fen","月份,约分,越分"
"yue,fen,pai","月份牌"
"yue,fu","岳父,乐府,悦服"
"yue,fu,mu","岳父母"
"yue,fu,shi","乐府诗"
"yue,gan","乐感"
"yue,gao","约稿"
"yue,ge","乐歌"
"yue,gong","月工,月宫"
"yue,guang","月光"
"yue,guang,ru,shui","月光如水"
"yue,gui","越轨,月桂"
"yue,gui,shu","月桂树"
"yue,guo","越过"
"yue,han,nei,si,bao","约翰内斯堡"
"yue,han,tie,lu","粤汉铁路"
"yue,hei,tian","月黑天"
"yue,hua","月华"
"yue,huan","月环"
"yue,hui","约会"
"yue,ji","越级,月季,约计,约集"
"yue,ji,hua","月季花"
"yue,jia","越加,岳家"
"yue,jia,jun","岳家军"
"yue,jian","约见"
"yue,jie","越界"
"yue,jin","跃进"
"yue,jing","月经,越境"
"yue,jing,dai","月经带"
"yue,ju","跃居,越剧,粤剧"
"yue,juan","阅卷"
"yue,jun","月均"
"yue,kan","月刊"
"yue,kao","月考"
"yue,lai,yue","越来越"
"yue,lai,yue,duo","越来越多"
"yue,lan","阅览"
"yue,lan,shi","阅览室"
"yue,lang,xing,xi","月朗星稀"
"yue,lao","月老"
"yue,li","阅历,月历,乐理,月利"
"yue,liang","月亮"
"yue,liang,men","月亮门"
"yue,liang,men,er","月亮门儿"
"yue,ling","月令"
"yue,lv","乐律"
"yue,ma","跃马"
"yue,mi","乐迷"
"yue,miao","岳庙"
"yue,ming,ru,jing","月明如镜"
"yue,ming,xing,xi","月明星稀"
"yue,mo","月末,约莫,约摸"
"yue,mu","岳母,悦目"
"yue,nan","越南"
"yue,pi","阅批"
"yue,piao","月票"
"yue,ping,jun","月平均"
"yue,pu","乐谱"
"yue,qi","乐器,约期"
"yue,qian","月钱"
"yue,qiang","越墙"
"yue,qin","月琴"
"yue,qing","约请"
"yue,qiu","月球"
"yue,qu","乐曲"
"yue,quan","越权"
"yue,quan,shi","月全食"
"yue,quan,xing,shi","越权行事"
"yue,ran","跃然"
"yue,ran,zhi,shang","跃然纸上"
"yue,se","月色"
"yue,sheng","跃升,乐声"
"yue,shi","越是,乐师,月食"
"yue,shou","乐手"
"yue,shu","约束,约数"
"yue,shu,li","约束力"
"yue,tai","月台"
"yue,tai,piao","月台票"
"yue,tan","乐坛,月坛,约谈"
"yue,tie","熨帖"
"yue,tou,er","月头儿"
"yue,tuan","乐团"
"yue,wei","越位,月尾"
"yue,wu","乐舞"
"yue,xi","月息,月夕"
"yue,xia,lao,ren","月下老人"
"yue,xiang","月相"
"yue,xin","月薪"
"yue,xiu","粤绣"
"yue,ya","月牙"
"yue,ya,er","月牙儿"
"yue,ya,xing","月牙形"
"yue,yan","约言"
"yue,yang","岳阳"
"yue,ye","越野,月夜"
"yue,ye,che","越野车"
"yue,ye,sai","越野赛"
"yue,yin","乐音"
"yue,yu","粤语,越狱"
"yue,yue,yu,shi","跃跃欲试"
